QUOTE,AUTHOR,CAT
"As all human beings are, in my view, creatures of God's design, we must respect all other human beings. That does not mean I have to agree with their choices or agree with their opinions, but indeed I respect them as human beings.",Stockwell Day,Respect
I always respect a woman.,Enrique Iglesias,Respect
"Our moral, religious, and political traditions are united in their respect for the dignity of human life.",Robert Casey,Respect
"Americans have been conditioned to respect newness, whatever it costs them.",John Updike,Respect
"I have nothing against respecting people who lived before, but we have no responsibility toward them.",Leon Kass,Respect
I never worry about diets. The only carrots that interest me are the number you get in a diamond.,Mae West,Diet
"Vegetables are a must on a diet. I suggest carrot cake, zucchini bread, and pumpkin pie.",Jim Davis,Diet
My doctor told me to stop having intimate dinners for four. Unless there are three other people.,Orson Welles,Diet
"The best way to lose weight is to close your mouth - something very difficult for a politician. Or watch your food - just watch it, don't eat it.",Ed Koch,Diet
No disease that can be treated by diet should be treated with any other means.,Maimonides,Diet
The second day of a diet is always easier than the first. By the second day you're off it.,Jackie Gleason,Diet
"Diets, like clothes, should be tailored to you.",Joan Rivers,Diet
"What some call health, if purchased by perpetual anxiety about diet, isn't much better than tedious disease.",Alexander Pope,Diet
Adopting a new healthier lifestyle can involve changing diet to include more fresh fruit and vegetables as well as increasing levels of exercise.,Linford Christie,Diet
And let's be clear: It's not enough just to limit ads for foods that aren't healthy. It's also going to be critical to increase marketing for foods that are healthy.,Michelle Obama,Diet
"There are six components of wellness: proper weight and diet, proper exercise, breaking the smoking habit, control of alcohol, stress management and periodic exams.",Kenneth H. Cooper,Diet
"I told my doctor I get very tired when I go on a diet, so he gave me pep pills. Know what happened? I ate faster.",Joe E. Lewis,Diet
Health food makes me sick.,Calvin Trillin,Diet
"So, when it comes to eating healthy, it's just doing the right thing. And it's not something you have to do 365 days a year, but I think it's something you have to do 25 days a month. Let's put it that way.",Mike Ditka,Diet
French fries. I love them. Some people are chocolate and sweets people. I love French fries. That and caviar.,Cameron Diaz,Diet
"Cereal eating is almost a marker for a healthy lifestyle. It sets you up for the day, so you don't overeat.",Bruce Barton,Diet
I refuse to spend my life worrying about what I eat. There is no pleasure worth forgoing just for an extra three years in the geriatric ward.,John Mortimer,Diet
"In France, cooking is a serious art form and a national sport.",Julia Child,Diet
Do you know how many calories are in butter and cheese and ice cream? Would you get your dog up in the morning for a cup of coffee and a donut?,Jack LaLanne,Diet
Some people are willing to pay the price and it's the same with staying healthy or eating healthy. There's some discipline involved. There's some sacrifices.,Mike Ditka,Diet
"A systemic cleansing and detox is definitely the way to go after each holiday. It is the key to fighting high blood pressure, heart disease, cancer, and other health-related illnesses.",Lee Haney,Diet
I don't eat junk foods and I don't think junk thoughts.,Peace Pilgrim,Diet
"If I like myself at this weight, then this is what I'm going to be. I don't have an eating disorder.",Courteney Cox,Diet
"You see people who have been very heavy in their life who have taken that body, trimmed it down, firmed it up through discipline, exercise and being able to say no. Eating properly, that all comes into it.",Mike Ditka,Diet
The only way you get that fat off is to eat less and exercise more.,Jack LaLanne,Diet
This country has come to feel the same when Congress is in session as when the baby gets hold of a hammer.,Will Rogers,Government
People try to live within their income so they can afford to pay taxes to a government that can't live within its income.,Robert Half,Government
"So that the record of history is absolutely crystal clear. That there is no alternative way, so far discovered, of improving the lot of the ordinary people that can hold a candle to the productive activities that are unleashed by a free enterprise system.",Milton Friedman,Government
The best government is that which teaches us to govern ourselves.,Johann Wolfgang von Goethe,Government
"To rule is easy, to govern difficult.",Johann Wolfgang von Goethe,Government
Democracy is the art and science of running the circus from the monkey cage.,H. L. Mencken,Government
"The worst thing in this world, next to anarchy, is government.",Henry Ward Beecher,Government
"The instant formal government is abolished, society begins to act. A general association takes place, and common interest produces common security.",Thomas Paine,Government
"For in reason, all government without the consent of the governed is the very definition of slavery.",Jonathan Swift,Government
"Ohio claims they are due a president as they haven't had one since Taft. Look at the United States, they have not had one since Lincoln.",Will Rogers,Government
The oppressed are allowed once every few years to decide which particular representatives of the oppressing class are to represent and repress them in parliament.,Vladimir Lenin,Government
"The greatest advances of civilization, whether in architecture or painting, in science and literature, in industry or agriculture, have never come from centralized government.",Milton Friedman,Government
"What I worry about would be that you essentially have two chambers, the House and the Senate, but you have simply, majoritarian, absolute power on either side. And that's just not what the founders intended.",Barack Obama,Government
"The genius of our ruling class is that it has kept a majority of the people from ever questioning the inequity of a system where most people drudge along, paying heavy taxes for which they get nothing in return.",Gore Vidal,Government
"In the absence of justice, what is sovereignty but organized robbery?",Saint Augustine,Government
"If men were angels, no government would be necessary.",James Madison,Government
"Ninety eight percent of the adults in this country are decent, hardworking, honest Americans. It's the other lousy two percent that get all the publicity. But then, we elected them.",Lily Tomlin,Government
Governments never learn. Only people learn.,Milton Friedman,Government
"Feeling good about government is like looking on the bright side of any catastrophe. When you quit looking on the bright side, the catastrophe is still there.",P. J. O'Rourke,Government
"Our government... teaches the whole people by its example. If the government becomes the lawbreaker, it breeds contempt for law; it invites every man to become a law unto himself; it invites anarchy.",Louis D. Brandeis,Government
Democracy gives every man the right to be his own oppressor.,James Russell Lowell,Government
It's not the voting that's democracy; it's the counting.,Tom Stoppard,Government
"The people are the government, administering it by their agents; they are the government, the sovereign power.",Andrew Jackson,Government
You don't pay taxes - they take taxes.,Chris Rock,Government
Economics is extremely useful as a form of employment for economists.,John Kenneth Galbraith,Government
You can't study comedy; it's within you. It's a personality. My humor is an attitude.,Don Rickles,Humor
Humor can alter any situation and help us cope at the very instant we are laughing.,Allen Klein,Humor
Humor is the instinct for taking pain playfully.,Max Eastman,Humor
There seems to be no lengths to which humorless people will not go to analyze humor. It seems to worry them.,Robert Benchley,Humor
"Comedy, we may say, is society protecting itself - with a smile.",J. B. Priestley,Humor
The satirist shoots to kill while the humorist brings his prey back alive and eventually releases him again for another chance.,Peter De Vries,Humor
What a strange world this would be if we all had the same sense of humor.,Bernard Williams,Humor
Humor is by far the most significant activity of the human brain.,Edward de Bono,Humor
"Humor distorts nothing, and only false gods are laughed off their earthly pedestals.",Agnes Repplier,Humor
"I have a fine sense of the ridiculous, but no sense of humor.",Edward Albee,Humor
"The more I live, the more I think that humor is the saving sense.",Jacob August Riis,Humor
One doesn't have a sense of humor. It has you.,Larry Gelbart,Humor
I think the next best thing to solving a problem is finding some humor in it.,Frank A. Clark,Humor
This I conceive to be the chemical function of humor: to change the character of our thought.,Lin Yutang,Humor
"When a thought takes one's breath away, a grammar lesson seems an impertinence.",Thomas W. Higginson,Humor
Puns are a form of humor with words.,Guillermo Cabrera Infante,Humor
There is no defense against adverse fortune which is so effectual as an habitual sense of humor.,Thomas W. Higginson,Humor
"Nothing is so galling to a people not broken in from the birth as a paternal, or in other words a meddling government, a government which tells them what to read and say and eat and drink and wear.",Thomas W. Higginson,Humor
Great men are rarely isolated mountain peaks; they are the summits of ranges.,Thomas W. Higginson,Humor
Humor is merely tragedy standing on its head with its pants torn.,Irvin S. Cobb,Humor
Our humor turns our anger into a fine art.,Mary Kay Blakely,Humor
"Humor must not professedly teach and it must not professedly preach, but it must do both if it would live forever.",Mark Twain,Humor
"Through humor, you can soften some of the worst blows that life delivers. And once you find laughter, no matter how painful your situation might be, you can survive it.",Bill Cosby,Humor
Humor is the first of the gifts to perish in a foreign tongue.,Virginia Woolf,Humor
"In truth, politeness is artificial good humor, it covers the natural want of it, and ends by rendering habitual a substitute nearly equivalent to the real virtue.",Thomas Jefferson,Humor
"Bad things do happen; how I respond to them defines my character and the quality of my life. I can choose to sit in perpetual sadness, immobilized by the gravity of my loss, or I can choose to rise from the pain and treasure the most precious gift I have - life itself.",Walter Anderson,Moving On
"You build on failure. You use it as a stepping stone. Close the door on the past. You don't try to forget the mistakes, but you don't dwell on it. You don't let it have any of your energy, or any of your time, or any of your space.",Johnny Cash,Moving On
"Don't dwell on what went wrong. Instead, focus on what to do next. Spend your energies on moving forward toward finding the answer.",Denis Waitley,Moving On
"Love one another and help others to rise to the higher levels, simply by pouring out love. Love is infectious and the greatest healing energy.",Sai Baba,Moving On
Blessed are the hearts that can bend; they shall never be broken.,Albert Camus,Moving On
I think it's important to have closure in any relationship that ends - from a romantic relationship to a friendship. You should always have a sense of clarity at the end and know why it began and why it ended. You need that in your life to move cleanly into your next phase.,Jennifer Aniston,Moving On
"It is only through labor and painful effort, by grim energy and resolute courage, that we move on to better things.",Theodore Roosevelt,Moving On
The greatest healing therapy is friendship and love.,Hubert H. Humphrey,Moving On
"To help yourself, you must be yourself. Be the best that you can be. When you make a mistake, learn from it, pick yourself up and move on.",Dave Pelzer,Moving On
Forget the past.,Nelson Mandela,Moving On
"Moving on, is a simple thing, what it leaves behind is hard.",Dave Mustaine,Moving On
"Expect trouble as an inevitable part of life and repeat to yourself, the most comforting words of all; this, too, shall pass.",Ann Landers,Moving On
"Being divorced is like being hit by a Mack truck. If you live through it, you start looking very carefully to the right and to the left.",Jean Kerr,Moving On
"The art of war is simple enough. Find out where your enemy is. Get at him as soon as you can. Strike him as hard as you can, and keep moving on.",Ulysses S. Grant,Moving On
"I tell you the past is a bucket of ashes, so live not in your yesterdays, no just for tomorrow, but in the here and now. Keep moving and forget the post mortems; and remember, no one can get the jump on the future.",Carl Sandburg,Moving On
"Take those chances and you can achieve greatness, whereas if you go conservative, you'll never know. I truly believe what doesn't kill you makes you stronger. Even if you fail, learning and moving on is sometimes the best thing.",Danica Patrick,Moving On
"The goal of spiritual practice is full recovery, and the only thing you need to recover from is a fractured sense of self.",Marianne Williamson,Moving On
"The moving finger writes, and having written moves on. Nor all thy piety nor all thy wit, can cancel half a line of it.",Omar Khayyam,Moving On
"You may have a fresh start any moment you choose, for this thing that we call 'failure' is not the falling down, but the staying down.",Mary Pickford,Moving On
"The heart will break, but broken live on.",Lord Byron,Moving On
I think a spiritual journey is not so much a journey of discovery. It's a journey of recovery. It's a journey of uncovering your own inner nature. It's already there.,Billy Corgan,Moving On
Recovery is something that you have to work on every single day and it's something that it doesn't get a day off.,Demi Lovato,Moving On
I don't live in the past at all; I'm always wanting to do something new. I make a point of constantly trying to forget and get things out of my mind.,Brian Eno,Moving On
Falling out of love is chiefly a matter of forgetting how charming someone is.,Iris Murdoch,Moving On
"The DISCLOSE Act is a testament to the wisdom of the Supreme Court's decision in Citizens United. The First Amendment sought to place political speech beyond the government's control, and we can be glad that it did.",Bradley A. Smith,Wisdom
"America's freedom of religion, and freedom from religion, offers every wisdom tradition an opportunity to address our soul-deep needs: Christianity, Judaism, Islam, Buddhism, Hinduism, secular humanism, agnosticism and atheism among others.",Parker Palmer,Wisdom
"It doesn't matter how much wisdom you have. If you don't have position, you have nothing. That's the tragedy of India.",Rahul Gandhi,Wisdom
"Learning how to get in tune with your field of energy and understand how to create your energy, expand that energy, and move that energy through your body. Coming back to your center, and approaching life from that center-to-line place... That to me gave me strength and understanding and hopefully wisdom to solve life's problems and challenges.",Erin Gray,Wisdom
"Knowledge is marvelous, but wisdom is even better.",Kay Redfield Jamison,Wisdom
There's always a miasma of misinformation emerging from the higher education sector as to which are the 'best' courses to take. My advice would always be to ignore the perceived wisdom and look for the most reliable evidence on the ground.,David Puttnam,Wisdom
Any successful nominee should possess both the temperament to interpret the law and the wisdom to do so fairly. The next Supreme Court Justice should have a record of protecting individual rights and a strong willingness to put aside any political agenda.,Bennie Thompson,Wisdom
"Dr. Johnson has said that the chief glory of a country arises from its authors. But then that is only as they are oracles of wisdom; unless they teach virtue, they are more worthy of a halter than of the laurel.",Jane Porter,Wisdom
"They see me as being this Super Mom on TV who also can more than handle a difficult husband, and they assume I'm going to be just full of wisdom as a mother and wife myself.",Patricia Richardson,Wisdom
"The online musical universe has become Balkanized, with many sites focusing on minute niches. That works well for reaching very specific demographics, which is wonderful for advertising, but it flies in the face of the common wisdom that people's tastes have become more diverse as music of any description has become a mouse-click away.",Michael Azerrad,Wisdom
"Books give not wisdom where none was before. But where some is, there reading makes it more.",Elizabeth Hardwick,Wisdom
"Global security can be formed or threatened by heads of state whose wisdom, folly and obsessions shape global events. But often it is the security practitioners, those rarely in the headlines but whose craft and energy quietly break new ground, who keep us safe or put us in peril.",Michael Hayden,Wisdom
It may be assumed as an axiom that Providence has never gifted any political party with all of political wisdom or blinded it with all of political folly.,John George Nicolay,Wisdom
"I see a wiser person than when I was younger: having babies, and passing 30, were the turning points. What women in their 40s - I am 39 - lack in gorgeousness, they make up for in wisdom. I love ageing, despite the drawbacks - thinner, drier skin.",Thandie Newton,Wisdom
"During the long process of history, by relying on our own diligence, courage and wisdom, Chinese people have opened up a good and beautiful home where all ethnic groups live in harmony and fostered an excellent culture that never fades.",Xi Jinping,Wisdom
"I continue to believe, contrary to the given wisdom, that it's more interesting to have an album - or, indeed, an individual song - which has variety rather than homogeneity.",Peter Hammill,Wisdom
"And it is no less true, that personal security and private property rest entirely upon the wisdom, the stability, and the integrity of the courts of justice.",Joseph Story,Wisdom
"They are few in the midst of an overwhelming mass of brute force, and their submission is wisdom; but for a nation like England to submit to be robbed by any invader who chooses to visit her shores seemed to me to be nonsense.",George Combe,Wisdom
"And, if we have any evidence that the wisdom which formed the plan is in the man, we have the very same evidence, that the power which executed it is in him also.",Thomas Reid,Wisdom
"I think in conventional magazine wisdom, you need to have a redesign every decade or so.",Timothy White,Wisdom
"As an instrument for practical action, law is responsive to the wisdom of its time, which may be wrong, but it carries forward, sometimes in opposition to this wisdom or passion, a memory of received values.",Edward Levi,Wisdom
"What could be more lonely than to be enveloped in silence, to be the last of your people to speak your native tongue, to have no way to pass on the wisdom of the elders, to anticipate the promise of the children. This tragic fate is indeed the plight of someone somewhere roughly every two weeks.",Wade Davis,Wisdom
"As a citizen and someone who was a judge on the constitutional law court for 18 years, I feel whenever I can raise my voice with the hope of being heard I need to do it, but I wouldn't assign a special wisdom and responsibility to writers.",Bernhard Schlink,Wisdom
"I chose Sony Classics, not just because of their practical experience, not just because of their wisdom in marketing, but mainly because of their integrity.",Arthur Cohn,Wisdom
"It's amazing how, over time, a person's perspective can be altered.",Fred Durst,Amazing
I'm not a kid anymore. And I'm excited for all the amazing things to come.,Paris Hilton,Amazing
"Work hard, be kind, and amazing things will happen.",Conan O'Brien,Amazing
"As far as the public is concerned, India is amazingly secular.",Shahrukh Khan,Amazing
I'm always amazed at anyone's interest in what I have to say.,Orlando Bloom,Amazing
The body is an amazing machine... If you eat the right things your body will perform incredibly well!,Shawn Johnson,Amazing
I was impressed by Hendrix. His attitude was brilliant. Even the way he walked was amazing.,Ritchie Blackmore,Amazing
"There are a lot of people with a lot of money, and I'm amazed they don't understand what a great pleasure it can be to give.",Robert Mondavi,Amazing
It's amazing how good getting up and moving makes you feel.,Paula Deen,Amazing
I love Jessica Simpson. I love her voice. She's amazing.,Britney Spears,Amazing
I really love the internet. They say chat-rooms are the trailer park of the internet but I find it amazing.,Carrie Fisher,Amazing
Listen once in a while. It's amazing what you can hear.,Russell Baker,Amazing
It's amazing marrying someone who wants nothing to do with Hollywood.,Nicolas Cage,Amazing
The people I've been exposed to have been people of amazing integrity.,Amy Grant,Amazing
Isn't it amazing the way the future succeeds in creating an appropriate past?,John Leonard,Amazing
I'm proud of the U.S.A. We've done some amazing things. To wear our flag in the Olympics is an honor.,Shaun White,Amazing
Nothing amazes me anymore.,David Beckham,Amazing
It's amazing how much you can learn if your intentions are truly earnest.,Chuck Berry,Amazing
Amazement awaits us at every corner.,James Broughton,Amazing
It's such an amazing thing to be loved for who you are.,Debra Winger,Amazing
"If it's an amazing role, I'll do anything.",Vin Diesel,Amazing
"As a kid, I kind of spent my life being amazed by being tricked. I love being tricked. I still love it today.",Daniel Craig,Amazing
"It's amazing, if you know what you want to say, how fast it is to write.",Evan Davis,Amazing
You would be amazed what the ordinary guy knows.,Matt Drudge,Amazing
"Get up and dance, get up and smile, get up and drink to the days that are gone in the shortest while.",Simon Fowler,Smile
"I love a good laugh as well, I think that's so important in life, which is probably why I've dabbled in comedy writing as well as horror. I think if you can make someone laugh or smile it's the most special thing in the world.",Paul Kane,Smile
"People ask me to smile for the camera, but somehow it always comes out gloomy.",Stephen Rea,Smile
"Operationally, God is beginning to resemble not a ruler but the last fading smile of a cosmic Cheshire cat.",Julian Huxley,Smile
Some people say they have a thirst for life. They're excited about every day and they're prepared to look the bad and the good straight in the face and greet it all with a smile. I like to think I'm one of those people.,Amy Jo Martin,Smile
"We tried to set up a company that patterned ourselves after Southwest in all the fun, the spirit, the great people, the smile, the efficiency side of it, but we've added some extras that people aren't used to finding on Southwest.",David Neeleman,Smile
"The biggest hurdle is rejection. Any business you start, be ready for it. The difference between successful people and unsuccessful people is the successful people do all the things the unsuccessful people don't want to do. When 10 doors are slammed in your face, go to door number 11 enthusiastically, with a smile on your face.",John Paul DeJoria,Smile
"I sat in at every club in New York City, jamming with musicians, because it felt right - and because it felt right and we were having fun - the people dancing and sipping their drinks in the clubs felt it too and it made them smile.",Ray Conniff,Smile
"Oh, I talk about things; I drive my husband insane. And I can't tell a lie. Everyone knows. I do this smile thing.",Cecelia Ahern,Smile
"Arnold Palmer has what I call an 'Eisenhower smile'. Those two men, they'd smile and their whole faces would look so pleasant; it was like they were smiling all over.",Byron Nelson,Smile
"I think ultimately I make people happy: Whether I'm doing the stage show, giving somebody a makeover, or designing clothing, the end goal is to make people smile.",Carson Kressley,Smile
"It's important to maintain an attractive smile as you age. A lighter, less beige, more white tooth color is key, but no Chiclets.",Evelyn Lauder,Smile
"I think Operation Smile is in more than 22 countries, mostly Third World. It just happened that my schedule opened up at the time they were heading to Vietnam.",Roma Downey,Smile
"When I see myself on film it makes me smile, I mean making a good living doing what I enjoy is soo much fun. I just hope that everyone has the chance to enjoy life like I do.",Adrienne Barbeau,Smile
"We never respect those who amuse us, however we may smile at their comic powers.",Marguerite Gardiner,Smile
"A game one of my sisters will play with me in my first year of being alive is called Good Baby, Bad Baby. This consists of being told I am a good baby until I smile and laugh, then being told I am a bad baby until I burst into tears. This training will stand me in good stead all through my life.",Ali Smith,Smile
"The smile on your face lets me know that you need me, there's a truth in your heart that says you'll never leave me, and the touch of your hand says you'll catch me whenever I fall.",Allison Krauss,Smile
"While you're improvising, you may come up with something which will break him up. As soon as that smile comes out, you know that, hey, we're having fun.",Shelley Berman,Smile
The Parthenon without the marbles is like a smile with a tooth missing.,Neil Kinnock,Smile
"Even if you're unhappy, just pretend that you're happy. Eventually, your smile will be contagious to yourself. I had to learn that. I used to think, 'I'm being fake,' but you know what? Better to be fake and happy than real and miserable.",Evangeline Lilly,Smile
"I think the deafness affects me more than I realise; I think it makes me more tired. I loathe parties. I attend, smile and leave.",Stephanie Beacham,Smile
There is no point to samba if it doesn't make you smile.,Alma Guillermoprieto,Smile
"She felt like a chess player who, by the clever handling of his pieces, sees the game taking the course intended. Her eyes were bright and tender with a smile as they glanced up into his; and her lips looked hungry for the kiss which they invited.",Kate Chopin,Smile
"I don't really remember a time younger than 5 years old that I didn't have skates on because all I can remember is every day, tying up my skates and a big smile on my face, excited to go on the ice.",Michelle Kwan,Smile
"I will know how to hold you just by the look in your eye, I will never forget - not even on the day that I die. This is a promise of my passion for you, smile at me and make it true.",Diana Lynn,Smile
It is hard to feel individually responsible with respect to the invisible processes of a huge and distant government.,John W. Gardner,Government
Let the people think they govern and they will be governed.,William Penn,Government
Majority rule only works if you're also considering individual rights. Because you can't have five wolves and one sheep voting on what to have for supper.,Larry Flynt,Government
Here is my first principle of foreign policy: good government at home.,William E. Gladstone,Government
Democracy is the only system that persists in asking the powers that be whether they are the powers that ought to be.,Sydney J. Harris,Government
"In a free society, government reflects the soul of its people. If people want change at the top, they will have to live in different ways. Our major social problems are not the cause of our decadence. They are a reflection of it.",Cal Thomas,Government
Washington is a place where politicians don't know which way is up and taxes don't know which way is down.,Robert Orben,Government
Democracy is an abuse of statistics.,Jorge Luis Borges,Government
Talk is cheap - except when Congress does it.,Cullen Hightower,Government
A corporation's primary goal is to make money. Government's primary role is to take a big chunk of that money and give it to others.,Larry Ellison,Government
The danger is not that a particular class is unfit to govern: every class is unfit to govern.,Lord Acton,Government
I'm tired of hearing it said that democracy doesn't work. Of course it doesn't work. We are supposed to work it.,Alexander Woollcott,Government
I have long believed taxpayers make better use of their money than the government ever could.,Kay Bailey Hutchison,Government
"The fact that political ideologies are tangible realities is not a proof of their vitally necessary character. The bubonic plague was an extraordinarily powerful social reality, but no one would have regarded it as vitally necessary.",Wilhelm Reich,Government
"To hear some men talk of the government, you would suppose that Congress was the law of gravitation, and kept the planets in their places.",Wendell Phillips,Government
"Government is a trust, and the officers of the government are trustees. And both the trust and the trustees are created for the benefit of the people.",Henry Clay,Government
"The way people in democracies think of the government as something different from themselves is a real handicap. And, of course, sometimes the government confirms their opinion.",Lewis Mumford,Government
"If human beings are fundamentally good, no government is necessary; if they are fundamentally bad, any government, being composed of human beings, would be bad also.",Fred Woodworth,Government
Our nation is built on the bedrock principle that governments derive their just powers from the consent of the governed.,Adrian Cronauer,Government
"Americans no longer look to government for economic security; rather, they look to their portfolios.",Bill Owens,Government
Bureaucracy gives birth to itself and then expects maternity benefits.,Dale Dauten,Government
The mistakes made by Congress wouldn't be so bad if the next Congress didn't keep trying to correct them.,Cullen Hightower,Government
"Government alone cannot solve the problems we deal with in our correctional facilities, treatment centers, homeless shelters and crisis centers - we need our faith-based and community partners.",Dirk Kempthorne,Government
"There are three species of government: republican, monarchical, and despotic.",Charles de Secondat,Government
The essence of good government is trust.,Kathleen Sebelius,Government
The truest wisdom is a resolute determination.,Napoleon Bonaparte,Wisdom
No man was ever wise by chance.,Lucius Annaeus Seneca,Wisdom
Man is only great when he acts from passion.,Benjamin Disraeli,Wisdom
A prudent question is one-half of wisdom.,Francis Bacon,Wisdom
"The more sand that has escaped from the hourglass of our life, the clearer we should see through it.",Jean Paul,Wisdom
Always seek out the seed of triumph in every adversity.,Og Mandino,Wisdom
Better be wise by the misfortunes of others than by your own.,Aesop,Wisdom
The greatest obstacle to discovery is not ignorance - it is the illusion of knowledge.,Daniel J. Boorstin,Wisdom
"You must accept responsibility for your actions, but not the credit for your achievements.",Denis Waitley,Wisdom
Wisdom is a sacred communion.,Victor Hugo,Wisdom
"If you call failures experiments, you can put them in your resume and claim them as achievements.",Mason Cooley,Wisdom
"The best way to obtain truth and wisdom is not to ask from books, but to go to God in prayer, and obtain divine teaching.","Joseph Smith, Jr.",Wisdom
"Wise sayings often fall on barren ground, but a kind word is never thrown away.",Arthur Helps,Wisdom
Wisdom is not wisdom when it is derived from books alone.,Horace,Wisdom
"It takes a great man to give sound advice tactfully, but a greater to accept it graciously.",Logan P. Smith,Wisdom
Better mad with the rest of the world than wise alone.,Baltasar Gracian,Wisdom
"Start wide, expand further, and never look back.",Arnold Schwarzenegger,Wisdom
"In action a great heart is the chief qualification. In work, a great head.",Arthur Schopenhauer,Wisdom
"Honesty is the rarest wealth anyone can possess, and yet all the honesty in the world ain't lawful tender for a loaf of bread.",Josh Billings,Wisdom
"Knowledge comes, but wisdom lingers.",Alfred Lord Tennyson,Wisdom
The wheel that squeaks the loudest is the one that gets the grease.,Josh Billings,Wisdom
"Almost every wise saying has an opposite one, no less wise, to balance it.",George Santayana,Wisdom
"You have to find out what's right for you, so it's trial and error. You are going to be all right if you accept realistic goals for yourself.",Teri Garr,Wisdom
"A heart well prepared for adversity in bad times hopes, and in good times fears for a change in fortune.",Horace,Wisdom
Wise men make more opportunities than they find.,Francis Bacon,Wisdom
"In my childhood, America was like a religion. Then, real-life Americans abruptly entered my life - in jeeps - and upset all my dreams.",Sergio Leone,Dreams
Let us keep the dance of rain our fathers kept and tread our dreams beneath the jungle sky.,Arna Bontemps,Dreams
In our dreams we are always young.,Sarah Louise Delany,Dreams
"Our citizens and those who have gone before us charted the broad outlines of where we need to go, and they would envy our opportunity to translate those dreams into action. And I believe they will judge us very harshly should we fail to act.",Dave Freudenthal,Dreams
"Within months after reading the novel 'The Hunger Games,' I went from telling my mom that I could see myself as this character to actually getting the role. My mother reminds me that if I could manifest such an important role just because I wanted it so much, all of my dreams are possible.",Amandla Stenberg,Dreams
"When I walk up on that shore in Florida, I want millions of those AARP sisters and brothers to look at me and say, 'I'm going to go write that novel I thought it was too late to do. I'm going to go work in Africa on that farm that those people need help at. I'm going to adopt a child. It's not too late, I can still live my dreams.'",Diana Nyad,Dreams
Don't be afraid of your dreams.,Jacques Parizeau,Dreams
"But I am delighted to be a Dodger, I grew up a Dodger fan and now my dreams have really come true.",Milton Bradley,Dreams
War is eternity jammed into frantic minutes that will fill a lifetime with dreams and nightmares.,John Cory,Dreams
"Dreams from 1991 are becoming reality. We will build good relations between nations and people. We will strive towards mutual respect and equality of every individual, sex, race and national or any other minority.",Janez Drnovsek,Dreams
"Tell me about yourself - your struggles, your dreams, your telephone number.",Peter Arno,Dreams
"After all those days in the cotton fields, the dreams came true on a gold record on a piece of wood. It's in my den where I can look at it every day. I wear it out lookin' at it.",Carl Perkins,Dreams
"To become truly immortal, a work of art must escape all human limits: logic and common sense will only interfere. But once these barriers are broken, it will enter the realms of childhood visions and dreams.",Giorgio de Chirico,Dreams
I had actually studied political science in college. I had dreams of being a lawyer at one time.,Michael Kelly,Dreams
"At the core, I try to write characters who are real people with real insecurities, fears, hopes, and dreams, which is why hopefully readers can identify with them.",Ally Carter,Dreams
"They should hold themselves absolutely upon the immovable foundation of truth and nature, whereby alone they can save themselves from misapprehensions and from the danger of being entirely carried away from reality into mere dreams and fictions.",Ethan A. Hitchcock,Dreams
I'll see you in my dreams.,Gus Kahn,Dreams
"My new life goes beyond my dreams because my dream was Formula One and I achieved it. I'm a driver, I feel like a driver. I have won this race because I am alive.",Maria de Villota,Dreams
"When a child, my dreams rode on your wishes, I was your son, high on your horse, My mind a top whipped by the lashes Of your rhetoric, windy of course.",Stephen Spender,Dreams
"When your dreams tire, they go underground and out of kindness that's where they stay.",Libby Houston,Dreams
We are selling dreams. We are merchants of happiness.,Bernard Loiseau,Dreams
"We are people with all the hopes, dreams, passions, and faults of everyone else. Eighty percent of us are born into families with no history of dwarfism.",Billy Barty,Dreams
"There are no dreams too large, no innovation unimaginable and no frontiers beyond our reach.",John S. Herrington,Dreams
I'm not one of those actresses that's going to feel like I never achieved my dreams and goals and just get disgruntled and hate everything about the business. I've had so much fun.,Ming-Na Wen,Dreams
"I had lived all of my youthful dreams, but I couldn't think of many adult ones. I finally realized that we don't have many dreams for adults because, historically, people have always died much younger than they do today.",Jack Gilbert,Dreams
Men shrink less from offending one who inspires love than one who inspires fear.,Niccolo Machiavelli,Men
Men are more easily governed through their vices than through their virtues.,Napoleon Bonaparte,Men
"Passion makes idiots of the cleverest men, and makes the biggest idiots clever.",Francois de La Rochefoucauld,Men
There are only two forces that unite men - fear and interest.,Napoleon Bonaparte,Men
Men can only be happy when they do not assume that the object of life is happiness.,George Orwell,Men
"If so many men, so many minds, certainly so many hearts, so many kinds of love.",Leo Tolstoy,Men
I have always thought the actions of men the best interpreters of their thoughts.,John Locke,Men
"Boys will be boys, and so will a lot of middle-aged men.",Kin Hubbard,Men
Men of lofty genius when they are doing the least work are most active.,Leonardo da Vinci,Men
"Men are like steel. When they lose their temper, they lose their worth.",Chuck Norris,Men
Men are only as good as their technical development allows them to be.,George Orwell,Men
Men get to be a mixture of the charming mannerisms of the women they have known.,F. Scott Fitzgerald,Men
Men must know their limitations.,Clint Eastwood,Men
Treat all men alike. Give them the same law. Give them an even chance to live and grow.,Chief Joseph,Men
"For many men, the acquisition of wealth does not end their troubles, it only changes them.",Lucius Annaeus Seneca,Men
"It is a truth universally acknowledged, that a single man in possession of a good fortune, must be in want of a wife.",Jane Austen,Men
"Men become much more attractive when they start looking older. But it doesn't do much for women, though we do have an advantage: make-up.",Bette Davis,Men
Great men are seldom over-scrupulous in the arrangement of their attire.,Charles Dickens,Men
"Women prefer to talk in twos, while men prefer to talk in threes.",Gilbert K. Chesterton,Men
