QUOTE,AUTHOR,CAT
The release of atomic energy has not created a new problem. It has merely made more urgent the necessity of solving an existing one.,Albert Einstein,War
One of the greatest casualties of the war in Vietnam is the Great Society... shot down on the battlefield of Vietnam.,"Martin Luther King, Jr.",War
"He who joyfully marches to music in rank and file has already earned my contempt. He has been given a large brain by mistake, since for him the spinal cord would suffice.",Albert Einstein,War
"We shall defend our island, whatever the cost may be, we shall fight on the beaches, we shall fight on the landing grounds, we shall fight in the fields and in the streets, we shall fight in the hills; we shall never surrender.",Winston Churchill,War
Never in the field of human conflict was so much owed by so many to so few.,Winston Churchill,War
"Every gun that is made, every warship launched, every rocket fired, signifies in the final sense a theft from those who hunger and are not fed, those who are cold and are not clothed.",Dwight D. Eisenhower,War
"In wartime, truth is so precious that she should always be attended by a bodyguard of lies.",Winston Churchill,War
When the war of the giants is over the wars of the pygmies will begin.,Winston Churchill,War
Mankind must put an end to war before war puts an end to mankind.,John F. Kennedy,War
War will exist until that distant day when the conscientious objector enjoys the same reputation and prestige that the warrior does today.,John F. Kennedy,War
The object of war is not to die for your country but to make the other bastard die for his.,George S. Patton,War
The basic problems facing the world today are not susceptible to a military solution.,John F. Kennedy,War
The best weapon against an enemy is another enemy.,Friedrich Nietzsche,War
War does not determine who is right - only who is left.,Bertrand Russell,War
"Never think that war, no matter how necessary, nor how justified, is not a crime.",Ernest Hemingway,War
"There was never a good war, or a bad peace.",Benjamin Franklin,War
It is forbidden to kill; therefore all murderers are punished unless they kill in large numbers and to the sound of trumpets.,Voltaire,War
All war is deception.,Sun Tzu,War
"When the rich wage war, it's the poor who die.",Jean-Paul Sartre,War
What is human warfare but just this; an effort to make the laws of God and nature take sides with one party.,Henry David Thoreau,War
In modern war... you will die like a dog for no good reason.,Ernest Hemingway,War
"Don't forget what I discovered that over ninety percent of all national deficits from 1921 to 1939 were caused by payments for past, present, and future wars.",Franklin D. Roosevelt,War
"If we don't end war, war will end us.",H. G. Wells,War
There is no instance of a nation benefitting from prolonged warfare.,Sun Tzu,War
I must study politics and war that my sons may have liberty to study mathematics and philosophy.,John Adams,War
"For me, pointing and clicking my phone is absolutely fine. People say that isn't the art of photography but I don't agree.",Annie Lennox,Art
Art flourishes where there is a sense of adventure.,Alfred North Whitehead,Art
"Art always opts for the individual, the concrete; art is not Platonic.",Jorge Luis Borges,Art
"Art is the imposing of a pattern on experience, and our aesthetic enjoyment is recognition of the pattern.",Alfred North Whitehead,Art
The art of letters will come to an end before A.D. 2000. I shall survive as a curiosity.,Ezra Pound,Art
The art of progress is to preserve order amid change and to preserve change amid order.,Alfred North Whitehead,Art
"If a patron buys from an artist who needs money, the patron then makes himself equal to the artist; he is building art into the world; he creates.",Ezra Pound,Art
Gloom and solemnity are entirely out of place in even the most rigorous study of an art originally intended to make glad the heart of man.,Ezra Pound,Art
"Religion, oh, just another of those numerous failures resulting from an attempt to popularize art.",Ezra Pound,Art
"In fact, in many ways my mother was quite hippy-dippy, serving macrobiotic food and reading 'Zen and the Art of Motorcycle Maintenance.'",Kristin Scott Thomas,Art
"Deals are my art form. Other people paint beautifully on canvas or write wonderful poetry. I like making deals, preferably big deals. That's how I get my kicks.",Ed Koch,Art
Art attracts us only by what it reveals of our most secret self.,Jean-Luc Godard,Art
The strangeness will wear off and I think we will discover the deeper meanings in modern art.,Jackson Pollock,Art
"The art of living does not consist in preserving and clinging to a particular mode of happiness, but in allowing happiness to change its form without being disappointed by the change; happiness, like a child, must be allowed to grow up.",Charles Morgan,Art
"I take photographs with love, so I try to make them art objects. But I make them for myself first and foremost - that is important.",Jacques-Henri Lartigue,Art
The most momentous thing in human life is the art of winning the soul to good or evil.,Pythagoras,Art
To curb the machine and limit art to handicraft is a denial of opportunity.,Lewis Mumford,Art
"The end of the trial and the 'not guilty' verdicts on all counts, clearing Michael of all charges, mean that he can now concentrate on the future and his art.",LaToya Jackson,Art
"Art cannot result from sophisticated, frivolous, or superficial effects.",Hans Hofmann,Art
Art is the final cunning of the human soul which would rather do anything than face the gods.,Iris Murdoch,Art
I think it is in collaboration that the nature of art is revealed.,Steve Lacy,Art
I think people should be given a test much like driver's tests as to whether they're capable of being parents! It's an art form. I talk a lot. And I think a lot. And I draw a lot. But never in a million years would I have been a parent. That's just work that's too hard.,Maurice Sendak,Art
"At the beginning of the 20th century, the ambition of the great painters was to make paintings that were like music, which was then considered as the noblest art.",Brian Eno,Art
Any excuse to live in New York and do art. Has to be one of the most rewarding experiences in the world.,Tommy Chong,Art
The distinctions of fine art bore me to death.,Maurice Sendak,Art
Freedom prospers when religion is vibrant and the rule of law under God is acknowledged.,Ronald Reagan,Freedom
"For to be free is not merely to cast off one's chains, but to live in a way that respects and enhances the freedom of others.",Nelson Mandela,Freedom
"If you want total security, go to prison. There you're fed, clothed, given medical care and so on. The only thing lacking... is freedom.",Dwight D. Eisenhower,Freedom
"I am free because I know that I alone am morally responsible for everything I do. I am free, no matter what rules surround me. If I find them tolerable, I tolerate them; if I find them too obnoxious, I break them. I am free because I know that I alone am morally responsible for everything I do.",Robert A. Heinlein,Freedom
Freedom is not worth having if it does not connote freedom to err.,Mahatma Gandhi,Freedom
People demand freedom of speech as a compensation for the freedom of thought which they seldom use.,Soren Kierkegaard,Freedom
The desire of gold is not for gold. It is for the means of freedom and benefit.,Ralph Waldo Emerson,Freedom
The revelation of thought takes men out of servitude into freedom.,Ralph Waldo Emerson,Freedom
Freedom is nothing but a chance to be better.,Albert Camus,Freedom
Responsibility is the price of freedom.,Elbert Hubbard,Freedom
You have freedom when you're easy in your harness.,Robert Frost,Freedom
Freedom is what you do with what's been done to you.,Jean-Paul Sartre,Freedom
"The only sure bulwark of continuing liberty is a government strong enough to protect the interests of the people, and a people strong enough and well enough informed to maintain its sovereign control over the goverment.",Franklin D. Roosevelt,Freedom
Liberty cannot be preserved without general knowledge among the people.,John Adams,Freedom
We must be willing to pay a price for freedom.,H. L. Mencken,Freedom
Is freedom anything else than the right to live as we wish? Nothing else.,Epictetus,Freedom
"May we think of freedom, not as the right to do as we please, but as the opportunity to do what is right.",Peter Marshall,Freedom
Freedom of opinion can only exist when the government thinks itself secure.,Bertrand Russell,Freedom
"The only freedom which deserves the name is that of pursuing our own good, in our own way, so long as we do not attempt to deprive others of theirs, or impede their efforts to obtain it.",John Stuart Mill,Freedom
The truth is I love being alive. And I love feeling free. So if I can't have those things then I feel like a caged animal and I'd rather not be in a cage. I'd rather be dead. And it's real simple. And I think it's not that uncommon.,Angelina Jolie,Freedom
"For in the end, freedom is a personal and lonely battle; and one faces down fears of today so that those of tomorrow might be engaged.",Alice Walker,Freedom
I hope for nothing. I fear nothing. I am free.,Nikos Kazantzakis,Freedom
"There are two freedoms - the false, where a man is free to do what he likes; the true, where he is free to do what he ought.",Charles Kingsley,Freedom
"We will not waver; we will not tire; we will not falter, and we will not fail. Peace and Freedom will prevail.",George W. Bush,Freedom
"Freedom is a man's natural power of doing what he pleases, so far as he is not prevented by force or law.",Marcus Tullius Cicero,Freedom
Be kind whenever possible. It is always possible.,Dalai Lama,Motivational
Believe in yourself! Have faith in your abilities! Without a humble but reasonable confidence in your own powers you cannot be successful or happy.,Norman Vincent Peale,Motivational
"If you don't design your own life plan, chances are you'll fall into someone else's plan. And guess what they have planned for you? Not much.",Jim Rohn,Motivational
"A creative man is motivated by the desire to achieve, not by the desire to beat others.",Ayn Rand,Motivational
"If you're going through hell, keep going.",Winston Churchill,Motivational
After a storm comes a calm.,Matthew Henry,Motivational
Our greatest weakness lies in giving up. The most certain way to succeed is always to try just one more time.,Thomas A. Edison,Motivational
"Always do your best. What you plant now, you will harvest later.",Og Mandino,Motivational
You are never too old to set another goal or to dream a new dream.,C. S. Lewis,Motivational
"The will to win, the desire to succeed, the urge to reach your full potential... these are the keys that will unlock the door to personal excellence.",Confucius,Motivational
With the new day comes new strength and new thoughts.,Eleanor Roosevelt,Motivational
"Be miserable. Or motivate yourself. Whatever has to be done, it's always your choice.",Wayne Dyer,Motivational
Expect problems and eat them for breakfast.,Alfred A. Montapert,Motivational
I don't believe you have to be better than everybody else. I believe you have to be better than you ever thought you could be.,Ken Venturi,Motivational
Optimism is the faith that leads to achievement. Nothing can be done without hope and confidence.,Helen Keller,Motivational
"Learn from the past, set vivid, detailed goals for the future, and live in the only moment of time over which you have any control: now.",Denis Waitley,Motivational
"Always continue the climb. It is possible for you to do whatever you choose, if you first get to know who you are and are willing to work with a power that is greater than ourselves to do it.",Ella Wheeler Wilcox,Motivational
Do you want to know who you are? Don't ask. Act! Action will delineate and define you.,Thomas Jefferson,Motivational
"If you can dream it, you can do it.",Walt Disney,Motivational
You have to learn the rules of the game. And then you have to play better than anyone else.,Albert Einstein,Motivational
"The key is to keep company only with people who uplift you, whose presence calls forth your best.",Epictetus,Motivational
"Even if you fall on your face, you're still moving forward.",Victor Kiam,Motivational
"By failing to prepare, you are preparing to fail.",Benjamin Franklin,Motivational
Either you run the day or the day runs you.,Jim Rohn,Motivational
"I know where I'm going and I know the truth, and I don't have to be what you want me to be. I'm free to be what I want.",Muhammad Ali,Motivational
"Too often we underestimate the power of a touch, a smile, a kind word, a listening ear, an honest compliment, or the smallest act of caring, all of which have the potential to turn a life around.",Leo Buscaglia,Smile
"Look back, and smile on perils past.",Walter Scott,Smile
Don't cry because it's over. Smile because it happened.,Dr. Seuss,Smile
A warm smile is the universal language of kindness.,William Arthur Ward,Smile
A smile is a curve that sets everything straight.,Phyllis Diller,Smile
"The real man smiles in trouble, gathers strength from distress, and grows brave by reflection.",Thomas Paine,Smile
"A smile is the light in your window that tells others that there is a caring, sharing person inside.",Denis Waitley,Smile
"After every storm the sun will smile; for every problem there is a solution, and the soul's indefeasible duty is to be of good cheer.",William R. Alger,Smile
"Let my soul smile through my heart and my heart smile through my eyes, that I may scatter rich smiles in sad hearts.",Paramahansa Yogananda,Smile
They might not need me; but they might. I'll let my head be just in sight; a smile as small as mine might be precisely their necessity.,Emily Dickinson,Smile
"Be thou the rainbow in the storms of life. The evening beam that smiles the clouds away, and tints tomorrow with prophetic ray.",Lord Byron,Smile
"If you smile when no one else is around, you really mean it.",Andy Rooney,Smile
"A gentle word, a kind look, a good-natured smile can work wonders and accomplish miracles.",William Hazlitt,Smile
"Laughter is day, and sobriety is night; a smile is the twilight that hovers gently between both, more bewitching than either.",Henry Ward Beecher,Smile
Jesus wept; Voltaire smiled. From that divine tear and from that human smile is derived the grace of present civilization.,Victor Hugo,Smile
A smile is happiness you'll find right under your nose.,Tom Wilson,Smile
"Remember even though the outside world might be raining, if you keep on smiling the sun will soon show its face and smile back at you.",Anna Lee,Smile
Wear a smile and have friends; wear a scowl and have wrinkles.,George Eliot,Smile
"Smile, for everyone lacks self-confidence and more than any other one thing a smile reassures them.",Andre Maurois,Smile
But God can only smile because only God can know what is coming next.,Desmond Tutu,Smile
"If you haven't seen your wife smile at a traffic cop, you haven't seen her smile her prettiest.",Kin Hubbard,Smile
"The happiness of life is made up of minute fractions - the little, soon forgotten charities of a kiss or a smile, a kind look or heartfelt compliment.",Samuel Taylor Coleridge,Smile
Always keep your smile. That's how I explain my long life.,Jeanne Calment,Smile
"Smile, it's free therapy.",Douglas Horton,Smile
"A kind heart is a fountain of gladness, making everything in its vicinity freshen into smiles.",Washington Irving,Smile
"If you don't like something, change it. If you can't change it, change your attitude.",Maya Angelou,Change
"Change does not roll in on the wheels of inevitability, but comes through continuous struggle. And so we must straighten our backs and work for our freedom. A man can't ride you unless your back is bent.","Martin Luther King, Jr.",Change
"God grant me the serenity to accept the things I cannot change, the courage to change the things I can, and the wisdom to know the difference.",Reinhold Niebuhr,Change
Change will not come if we wait for some other person or some other time. We are the ones we've been waiting for. We are the change that we seek.,Barack Obama,Change
You must be the change you wish to see in the world.,Mahatma Gandhi,Change
"For the past 33 years, I have looked in the mirror every morning and asked myself: 'If today were the last day of my life, would I want to do what I am about to do today?' And whenever the answer has been 'No' for too many days in a row, I know I need to change something.",Steve Jobs,Change
"It may be hard for an egg to turn into a bird: it would be a jolly sight harder for it to learn to fly while remaining an egg. We are like eggs at present. And you cannot go on indefinitely being just an ordinary, decent egg. We must be hatched or go bad.",C. S. Lewis,Change
When we are no longer able to change a situation - we are challenged to change ourselves.,Viktor E. Frankl,Change
"I'm not going to change the way I look or the way I feel to conform to anything. I've always been a freak. So I've been a freak all my life and I have to live with that, you know. I'm one of those people.",John Lennon,Change
"All changes, even the most longed for, have their melancholy; for what we leave behind us is a part of ourselves; we must die to one life before we can enter another.",Anatole France,Change
"Never believe that a few caring people can't change the world. For, indeed, that's all who ever have.",Margaret Mead,Change
All great change in America begins at the dinner table.,Ronald Reagan,Change
A fanatic is one who can't change his mind and won't change the subject.,Winston Churchill,Change
To improve is to change; to be perfect is to change often.,Winston Churchill,Change
"If you do not change direction, you may end up where you are heading.",Lao Tzu,Change
"Everyone thinks of changing the world, but no one thinks of changing himself.",Leo Tolstoy,Change
"If you change the way you look at things, the things you look at change.",Wayne Dyer,Change
"It is not the strongest of the species that survives, nor the most intelligent that survives. It is the one that is the most adaptable to change.",Charles Darwin,Change
"If we don't change, we don't grow. If we don't grow, we aren't really living.",Gail Sheehy,Change
"If there is no struggle, there is no progress.",Frederick Douglass,Change
"Any change, even a change for the better, is always accompanied by drawbacks and discomforts.",Arnold Bennett,Change
"The only way to make sense out of change is to plunge into it, move with it, and join the dance.",Alan Watts,Change
"A small group of thoughtful people could change the world. Indeed, it's the only thing that ever has.",Margaret Mead,Change
Only the wisest and stupidest of men never change.,Confucius,Change
Things do not change; we change.,Henry David Thoreau,Change
Fashion is only the attempt to realize art in living forms and social intercourse.,Francis Bacon,Art
The terrifying and edible beauty of Art Nouveau architecture.,Salvador Dali,Art
"To say that a work of art is good, but incomprehensible to the majority of men, is the same as saying of some kind of food that it is very good but that most people can't eat it.",Leo Tolstoy,Art
Photograph: a picture painted by the sun without instruction in art.,Ambrose Bierce,Art
"The artist is nothing without the gift, but the gift is nothing without work.",Emile Zola,Art
Artists who seek perfection in everything are those who cannot attain it in anything.,Gustave Flaubert,Art
Art is man's expression of his joy in labor.,Henry A. Kissinger,Art
"When I judge art, I take my painting and put it next to a God made object like a tree or flower. If it clashes, it is not art.",Paul Cezanne,Art
Art for art's sake is a philosophy of the well-fed.,Frank Lloyd Wright,Art
The arts are an even better barometer of what is happening in our world than the stock market or the debates in congress.,Hendrik Willem Van Loon,Art
"Art is parasitic on life, just as criticism is parasitic on art.",Harry S. Truman,Art
The history of art is the history of revivals.,Samuel Butler,Art
Abstract art: a product of the untalented sold by the unprincipled to the utterly bewildered.,Al Capp,Art
A great artist is always before his time or behind it.,George Edward Moore,Art
Every creator painfully experiences the chasm between his inner vision and its ultimate expression.,Isaac Bashevis Singer,Art
To make us feel small in the right way is a function of art; men can only make us feel small in the wrong way.,E. M. Forster,Art
"Life is painting a picture, not doing a sum.",Oliver Wendell Holmes,Art
Even a true artist does not always produce art.,Carroll O'Connor,Art
I cry out for order and find it only in art.,Helen Hayes,Art
Art begins with resistance - at the point where resistance is overcome. No human masterpiece has ever been created without great labor.,Andre Gide,Art
The business of art is to reveal the relation between man and his environment.,David Herbert Lawrence,Art
"Trifles make perfection, and perfection is no trifle.",Michelangelo,Art
"I have no fear of making changes, destroying the image, etc., because the painting has a life of its own.",Jackson Pollock,Art
The waking mind is the least serviceable in the arts.,Henry Miller,Art
Every good painter paints what he is.,Jackson Pollock,Art
"In order to succeed, your desire for success should be greater than your fear of failure.",Bill Cosby,Success
"Always be yourself, express yourself, have faith in yourself, do not go out and look for a successful personality and duplicate it.",Bruce Lee,Success
"Success is not final, failure is not fatal: it is the courage to continue that counts.",Winston Churchill,Success
Success consists of going from failure to failure without loss of enthusiasm.,Winston Churchill,Success
A successful man is one who can lay a firm foundation with the bricks others have thrown at him.,David Brinkley,Success
"Try not to become a man of success, but rather try to become a man of value.",Albert Einstein,Success
"Think twice before you speak, because your words and influence will plant the seed of either success or failure in the mind of another.",Napoleon Hill,Success
"Take up one idea. Make that one idea your life - think of it, dream of it, live on that idea. Let the brain, muscles, nerves, every part of your body, be full of that idea, and just leave every other idea alone. This is the way to success.",Swami Vivekananda,Success
"I don't know the key to success, but the key to failure is trying to please everybody.",Bill Cosby,Success
Always bear in mind that your own resolution to succeed is more important than any other.,Abraham Lincoln,Success
I've failed over and over and over again in my life and that is why I succeed.,Michael Jordan,Success
Coming together is a beginning; keeping together is progress; working together is success.,Henry Ford,Success
"The difference between a successful person and others is not a lack of strength, not a lack of knowledge, but rather a lack of will.",Vince Lombardi,Success
"Strive not to be a success, but rather to be of value.",Albert Einstein,Success
"Don't aim for success if you want it; just do what you love and believe in, and it will come naturally.",David Frost,Success
Success is to be measured not so much by the position that one has reached in life as by the obstacles which he has overcome.,Booker T. Washington,Success
"Formula for success: rise early, work hard, strike oil.",J. Paul Getty,Success
I don't measure a man's success by how high he climbs but how high he bounces when he hits bottom.,George S. Patton,Success
Formal education will make you a living; self-education will make you a fortune.,Jim Rohn,Success
"If at first you don't succeed, try, try again. Then quit. There's no point in being a damn fool about it.",W. C. Fields,Success
Develop success from failures. Discouragement and failure are two of the surest stepping stones to success.,Dale Carnegie,Success
All you need is ignorance and confidence and the success is sure.,Mark Twain,Success
"To succeed in life, you need two things: ignorance and confidence.",Mark Twain,Success
Success is a lousy teacher. It seduces smart people into thinking they can't lose.,Bill Gates,Success
"The price of success is hard work, dedication to the job at hand, and the determination that whether we win or lose, we have applied the best of ourselves to the task at hand.",Vince Lombardi,Success
"Choose a job you love, and you will never have to work a day in your life.",Confucius,Work
All labor that uplifts humanity has dignity and importance and should be undertaken with painstaking excellence.,"Martin Luther King, Jr.",Work
Nothing will work unless you do.,Maya Angelou,Work
Opportunity is missed by most people because it is dressed in overalls and looks like work.,Thomas A. Edison,Work
By working faithfully eight hours a day you may eventually get to be boss and work twelve hours a day.,Robert Frost,Work
"There is always the danger that we may just do the work for the sake of the work. This is where the respect and the love and the devotion come in - that we do it to God, to Christ, and that's why we try to do it as beautifully as possible.",Mother Teresa,Work
"Hard work spotlights the character of people: some turn up their sleeves, some turn up their noses, and some don't turn up at all.",Sam Ewing,Work
The only place success comes before work is in the dictionary.,Vince Lombardi,Work
Work is a necessary evil to be avoided.,Mark Twain,Work
The brain is a wonderful organ; it starts working the moment you get up in the morning and does not stop until you get into the office.,Robert Frost,Work
"Work is love made visible. And if you cannot work with love but only with distaste, it is better that you should leave your work and sit at the gate of the temple and take alms of those who work with joy.",Khalil Gibran,Work
Work is the curse of the drinking classes.,Oscar Wilde,Work
It is the working man who is the happy man. It is the idle man who is the miserable man.,Benjamin Franklin,Work
The taxpayer - that's someone who works for the federal government but doesn't have to take the civil service examination.,Ronald Reagan,Work
Far and away the best prize that life has to offer is the chance to work hard at work worth doing.,Theodore Roosevelt,Work
The pay is good and I can walk to work.,John F. Kennedy,Work
"I think the person who takes a job in order to live - that is to say, for the money - has turned himself into a slave.",Joseph Campbell,Work
All things are difficult before they are easy.,Thomas Fuller,Work
"Do not hire a man who does your work for money, but him who does it for love of it.",Henry David Thoreau,Work
Anyone who can walk to the welfare office can walk to work.,Al Capp,Work
"To find out what one is fitted to do, and to secure an opportunity to do it, is the key to happiness.",John Dewey,Work
"A man's work is nothing but this slow trek to rediscover, through the detours of art, those two or three great and simple images in whose presence his heart first opened.",Albert Camus,Work
The best preparation for good work tomorrow is to do good work today.,Elbert Hubbard,Work
"To be a poet is a condition, not a profession.",Robert Frost,Work
There is no substitute for hard work.,Thomas A. Edison,Work
"Old friends pass away, new friends appear. It is just like the days. An old day passes, a new day arrives. The important thing is to make it meaningful: a meaningful friend - or a meaningful day.",Dalai Lama,Morning
"When you arise in the morning, think of what a precious privilege it is to be alive - to breathe, to think, to enjoy, to love.",Marcus Aurelius,Morning
Prayer is the key of the morning and the bolt of the evening.,Mahatma Gandhi,Morning
The sun is new each day.,Heraclitus,Morning
"If it's your job to eat a frog, it's best to do it first thing in the morning. And If it's your job to eat two frogs, it's best to eat the biggest one first.",Mark Twain,Morning
"I wake up every morning at nine and grab for the morning paper. Then I look at the obituary page. If my name is not on it, I get up.",Benjamin Franklin,Morning
"Today I choose life. Every morning when I wake up I can choose joy, happiness, negativity, pain... To feel the freedom that comes from being able to continue to make mistakes and choices - today I choose to feel life, not to deny my humanity but embrace it.",Kevyn Aucoin,Morning
"Thank God every morning when you get up that you have something to do that day, which must be done, whether you like it or not.",James Russell Lowell,Morning
"In the morning a man walks with his whole body; in the evening, only with his legs.",Ralph Waldo Emerson,Morning
"Love. Fall in love and stay in love. Write only what you love, and love what you write. The key word is love. You have to get up in the morning and write something you love, something to live for.",Ray Bradbury,Morning
An early-morning walk is a blessing for the whole day.,Henry David Thoreau,Morning
"Commitment is a big part of what I am and what I believe. How committed are you to winning? How committed are you to being a good friend? To being trustworthy? To being successful? How committed are you to being a good father, a good teammate, a good role model? There's that moment every morning when you look in the mirror: Are you committed, or are you not?",LeBron James,Morning
"Each day is a little life: every waking and rising a little birth, every fresh morning a little youth, every going to rest and sleep a little death.",Arthur Schopenhauer,Morning
I feel sorry for people who don't drink. They wake up in the morning and that's the best they're going to feel all day.,Dean Martin,Morning
Think in the morning. Act in the noon. Eat in the evening. Sleep in the night.,William Blake,Morning
"Everyone has highs and lows that they have to learn from, but every morning I start off with a good head on my shoulders, saying to myself, 'It's going to be a good day!'.",Lindsay Lohan,Morning
Be pleasant until ten o'clock in the morning and the rest of the day will take care of itself.,Elbert Hubbard,Morning
"Do not say, 'It is morning,' and dismiss it with a name of yesterday. See it for the first time as a newborn child that has no name.",Rabindranath Tagore,Morning
"I think that when you get dressed in the morning, sometimes you're really making a decision about your behavior for the day. Like if you put on flipflops, you're saying: 'Hope I don't get chased today.' 'Be nice to people in sneakers.'",Demetri Martin,Morning
"The man with the best job in the country is the vice-president. All he has to do is get up every morning and say, 'How is the president?'",Will Rogers,Morning
If you're bored with life - you don't get up every morning with a burning desire to do things - you don't have enough goals.,Lou Holtz,Morning
This morning when I put on my underwear I could hear the fruit-of-the-loom guys laughing at me.,Rodney Dangerfield,Morning
"I miss Saturday morning, rolling out of bed, not shaving, getting into my car with my girls, driving to the supermarket, squeezing the fruit, getting my car washed, taking walks.",Barack Obama,Morning
"I have always been delighted at the prospect of a new day, a fresh try, one more start, with perhaps a bit of magic waiting somewhere behind the morning.",J. B. Priestley,Morning
"When I woke up this morning my girlfriend asked me, 'Did you sleep good?' I said 'No, I made a few mistakes.'",Steven Wright,Morning
Little minds are tamed and subdued by misfortune; but great minds rise above them.,Washington Irving,Great
Nothing great in the world has ever been accomplished without passion.,Georg Wilhelm Friedrich Hegel,Great
"And what he greatly thought, he nobly dared.",Homer,Great
A great pleasure in life is doing what people say you cannot do.,Walter Bagehot,Great
Small opportunities are often the beginning of great enterprises.,Demosthenes,Great
The hottest place in Hell is reserved for those who remain neutral in times of great moral conflict.,"Martin Luther King, Jr.",Great
"My great concern is not whether you have failed, but whether you are content with your failure.",Abraham Lincoln,Great
Most people say that it is the intellect which makes a great scientist. They are wrong: it is character.,Albert Einstein,Great
It gives me great pleasure indeed to see the stubbornness of an incorrigible nonconformist warmly acclaimed.,Albert Einstein,Great
